problem_id,title,difficulty,tags,text
prob-bank-201,Airbnb Array Window Balancer 11,Hard,Arrays Airbnb Swiggy Company Wise,"Airbnb Array Window Balancer 11 Arrays Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-202,Stripe String Pattern Normalizer 11,Easy,Strings Stripe Microsoft Company Wise,"Stripe String Pattern Normalizer 11 Strings Stripe Microsoft Company Wise Stripe placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-203,Salesforce Linked List Pointer Repair 11,Medium,Linked Lists Salesforce Stripe Company Wise,"Salesforce Linked List Pointer Repair 11 Linked Lists Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-204,Oracle Stack Sequence Validator 11,Hard,Stacks Oracle Capgemini Company Wise,"Oracle Stack Sequence Validator 11 Stacks Oracle Capgemini Company Wise Oracle placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-205,TCS Queue Throughput Scheduler 11,Easy,Queues TCS Cisco Company Wise,"TCS Queue Throughput Scheduler 11 Queues TCS Cisco Company Wise TCS placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-206,Infosys Hash Map Collision Resolver 11,Medium,Hashing Infosys Razorpay Company Wise,"Infosys Hash Map Collision Resolver 11 Hashing Infosys Razorpay Company Wise Infosys placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-207,Wipro Binary Tree Path Auditor 11,Hard,Trees Wipro Netflix Company Wise,"Wipro Binary Tree Path Auditor 11 Trees Wipro Netflix Company Wise Wipro placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-208,Accenture BST Range Inspector 11,Easy,Binary Search Trees Accenture TCS Company Wise,"Accenture BST Range Inspector 11 Binary Search Trees Accenture TCS Company Wise Accenture placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-209,Capgemini Priority Heap Ranker 11,Medium,Heaps Capgemini JP Morgan Company Wise,"Capgemini Priority Heap Ranker 11 Heaps Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-210,Cognizant Graph Route Planner 11,Hard,Graphs Cognizant Flipkart Company Wise,"Cognizant Graph Route Planner 11 Graphs Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-211,Goldman Sachs Recursive State Explorer 11,Easy,Recursion Goldman Sachs Google Company Wise,"Goldman Sachs Recursive State Explorer 11 Recursion Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-212,JP Morgan Backtracking Choice Builder 11,Medium,Backtracking JP Morgan Airbnb Company Wise,"JP Morgan Backtracking Choice Builder 11 Backtracking JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-213,Deloitte Greedy Placement Optimizer 11,Hard,Greedy Algorithms Deloitte Accenture Company Wise,"Deloitte Greedy Placement Optimizer 11 Greedy Algorithms Deloitte Accenture Company Wise Deloitte placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-214,PayPal DP Interview Grid 11,Easy,Dynamic Programming PayPal Atlassian Company Wise,"PayPal DP Interview Grid 11 Dynamic Programming PayPal Atlassian Company Wise PayPal placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-215,Atlassian Trie Prefix Directory 11,Medium,Tries Atlassian PhonePe Company Wise,"Atlassian Trie Prefix Directory 11 Tries Atlassian PhonePe Company Wise Atlassian placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-216,Cisco Segment Tree Query Engine 11,Hard,Segment Trees Cisco Apple Company Wise,"Cisco Segment Tree Query Engine 11 Segment Trees Cisco Apple Company Wise Cisco placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-217,Intel Bitmask Eligibility Filter 11,Easy,Bit Manipulation Intel Oracle Company Wise,"Intel Bitmask Eligibility Filter 11 Bit Manipulation Intel Oracle Company Wise Intel placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-218,NVIDIA Sliding Window Signal 11,Medium,Sliding Window NVIDIA Goldman Sachs Company Wise,"NVIDIA Sliding Window Signal 11 Sliding Window NVIDIA Goldman Sachs Company Wise NVIDIA placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-219,Flipkart Two Pointer Interview Sweep 11,Hard,Two Pointers Flipkart NVIDIA Company Wise,"Flipkart Two Pointer Interview Sweep 11 Two Pointers Flipkart NVIDIA Company Wise Flipkart placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-220,Swiggy System Constraint Challenge 11,Easy,Advanced Interview Problems Swiggy Amazon Company Wise,"Swiggy System Constraint Challenge 11 Advanced Interview Problems Swiggy Amazon Company Wise Swiggy placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-221,Zomato Array Window Balancer 12,Medium,Arrays Zomato Uber Company Wise,"Zomato Array Window Balancer 12 Arrays Zomato Uber Company Wise Zomato placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-222,PhonePe String Pattern Normalizer 12,Hard,Strings PhonePe Wipro Company Wise,"PhonePe String Pattern Normalizer 12 Strings PhonePe Wipro Company Wise PhonePe placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-223,Razorpay Linked List Pointer Repair 12,Easy,Linked Lists Razorpay PayPal Company Wise,"Razorpay Linked List Pointer Repair 12 Linked Lists Razorpay PayPal Company Wise Razorpay placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-224,Zoho Stack Sequence Validator 12,Medium,Stacks Zoho Zomato Company Wise,"Zoho Stack Sequence Validator 12 Stacks Zoho Zomato Company Wise Zoho placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-225,Amazon Queue Throughput Scheduler 12,Hard,Queues Amazon Meta Company Wise,"Amazon Queue Throughput Scheduler 12 Queues Amazon Meta Company Wise Amazon placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-226,Google Hash Map Collision Resolver 12,Easy,Hashing Google Salesforce Company Wise,"Google Hash Map Collision Resolver 12 Hashing Google Salesforce Company Wise Google placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-227,Microsoft Binary Tree Path Auditor 12,Medium,Trees Microsoft Cognizant Company Wise,"Microsoft Binary Tree Path Auditor 12 Trees Microsoft Cognizant Company Wise Microsoft placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-228,Meta BST Range Inspector 12,Hard,Binary Search Trees Meta Intel Company Wise,"Meta BST Range Inspector 12 Binary Search Trees Meta Intel Company Wise Meta placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-229,Apple Priority Heap Ranker 12,Easy,Heaps Apple Zoho Company Wise,"Apple Priority Heap Ranker 12 Heaps Apple Zoho Company Wise Apple placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-230,Netflix Graph Route Planner 12,Medium,Graphs Netflix Adobe Company Wise,"Netflix Graph Route Planner 12 Graphs Netflix Adobe Company Wise Netflix placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-231,Adobe Recursive State Explorer 12,Hard,Recursion Adobe Infosys Company Wise,"Adobe Recursive State Explorer 12 Recursion Adobe Infosys Company Wise Adobe placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-232,Uber Backtracking Choice Builder 12,Easy,Backtracking Uber Deloitte Company Wise,"Uber Backtracking Choice Builder 12 Backtracking Uber Deloitte Company Wise Uber placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-233,Airbnb Greedy Placement Optimizer 12,Medium,Greedy Algorithms Airbnb Swiggy Company Wise,"Airbnb Greedy Placement Optimizer 12 Greedy Algorithms Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-234,Stripe DP Interview Grid 12,Hard,Dynamic Programming Stripe Microsoft Company Wise,"Stripe DP Interview Grid 12 Dynamic Programming Stripe Microsoft Company Wise Stripe placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-235,Salesforce Trie Prefix Directory 12,Easy,Tries Salesforce Stripe Company Wise,"Salesforce Trie Prefix Directory 12 Tries Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-236,Oracle Segment Tree Query Engine 12,Medium,Segment Trees Oracle Capgemini Company Wise,"Oracle Segment Tree Query Engine 12 Segment Trees Oracle Capgemini Company Wise Oracle placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-237,TCS Bitmask Eligibility Filter 12,Hard,Bit Manipulation TCS Cisco Company Wise,"TCS Bitmask Eligibility Filter 12 Bit Manipulation TCS Cisco Company Wise TCS placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-238,Infosys Sliding Window Signal 12,Easy,Sliding Window Infosys Razorpay Company Wise,"Infosys Sliding Window Signal 12 Sliding Window Infosys Razorpay Company Wise Infosys placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-239,Wipro Two Pointer Interview Sweep 12,Medium,Two Pointers Wipro Netflix Company Wise,"Wipro Two Pointer Interview Sweep 12 Two Pointers Wipro Netflix Company Wise Wipro placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-240,Accenture System Constraint Challenge 12,Hard,Advanced Interview Problems Accenture TCS Company Wise,"Accenture System Constraint Challenge 12 Advanced Interview Problems Accenture TCS Company Wise Accenture placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-241,Capgemini Array Window Balancer 13,Easy,Arrays Capgemini JP Morgan Company Wise,"Capgemini Array Window Balancer 13 Arrays Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-242,Cognizant String Pattern Normalizer 13,Medium,Strings Cognizant Flipkart Company Wise,"Cognizant String Pattern Normalizer 13 Strings Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-243,Goldman Sachs Linked List Pointer Repair 13,Hard,Linked Lists Goldman Sachs Google Company Wise,"Goldman Sachs Linked List Pointer Repair 13 Linked Lists Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-244,JP Morgan Stack Sequence Validator 13,Easy,Stacks JP Morgan Airbnb Company Wise,"JP Morgan Stack Sequence Validator 13 Stacks JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-245,Deloitte Queue Throughput Scheduler 13,Medium,Queues Deloitte Accenture Company Wise,"Deloitte Queue Throughput Scheduler 13 Queues Deloitte Accenture Company Wise Deloitte placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-246,PayPal Hash Map Collision Resolver 13,Hard,Hashing PayPal Atlassian Company Wise,"PayPal Hash Map Collision Resolver 13 Hashing PayPal Atlassian Company Wise PayPal placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-247,Atlassian Binary Tree Path Auditor 13,Easy,Trees Atlassian PhonePe Company Wise,"Atlassian Binary Tree Path Auditor 13 Trees Atlassian PhonePe Company Wise Atlassian placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-248,Cisco BST Range Inspector 13,Medium,Binary Search Trees Cisco Apple Company Wise,"Cisco BST Range Inspector 13 Binary Search Trees Cisco Apple Company Wise Cisco placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-249,Intel Priority Heap Ranker 13,Hard,Heaps Intel Oracle Company Wise,"Intel Priority Heap Ranker 13 Heaps Intel Oracle Company Wise Intel placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-250,NVIDIA Graph Route Planner 13,Easy,Graphs NVIDIA Goldman Sachs Company Wise,"NVIDIA Graph Route Planner 13 Graphs NVIDIA Goldman Sachs Company Wise NVIDIA placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-251,Flipkart Recursive State Explorer 13,Medium,Recursion Flipkart NVIDIA Company Wise,"Flipkart Recursive State Explorer 13 Recursion Flipkart NVIDIA Company Wise Flipkart placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-252,Swiggy Backtracking Choice Builder 13,Hard,Backtracking Swiggy Amazon Company Wise,"Swiggy Backtracking Choice Builder 13 Backtracking Swiggy Amazon Company Wise Swiggy placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-253,Zomato Greedy Placement Optimizer 13,Easy,Greedy Algorithms Zomato Uber Company Wise,"Zomato Greedy Placement Optimizer 13 Greedy Algorithms Zomato Uber Company Wise Zomato placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-254,PhonePe DP Interview Grid 13,Medium,Dynamic Programming PhonePe Wipro Company Wise,"PhonePe DP Interview Grid 13 Dynamic Programming PhonePe Wipro Company Wise PhonePe placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-255,Razorpay Trie Prefix Directory 13,Hard,Tries Razorpay PayPal Company Wise,"Razorpay Trie Prefix Directory 13 Tries Razorpay PayPal Company Wise Razorpay placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-256,Zoho Segment Tree Query Engine 13,Easy,Segment Trees Zoho Zomato Company Wise,"Zoho Segment Tree Query Engine 13 Segment Trees Zoho Zomato Company Wise Zoho placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-257,Amazon Bitmask Eligibility Filter 13,Medium,Bit Manipulation Amazon Meta Company Wise,"Amazon Bitmask Eligibility Filter 13 Bit Manipulation Amazon Meta Company Wise Amazon placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-258,Google Sliding Window Signal 13,Hard,Sliding Window Google Salesforce Company Wise,"Google Sliding Window Signal 13 Sliding Window Google Salesforce Company Wise Google placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-259,Microsoft Two Pointer Interview Sweep 13,Easy,Two Pointers Microsoft Cognizant Company Wise,"Microsoft Two Pointer Interview Sweep 13 Two Pointers Microsoft Cognizant Company Wise Microsoft placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-260,Meta System Constraint Challenge 13,Medium,Advanced Interview Problems Meta Intel Company Wise,"Meta System Constraint Challenge 13 Advanced Interview Problems Meta Intel Company Wise Meta placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-261,Apple Array Window Balancer 14,Hard,Arrays Apple Zoho Company Wise,"Apple Array Window Balancer 14 Arrays Apple Zoho Company Wise Apple placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-262,Netflix String Pattern Normalizer 14,Easy,Strings Netflix Adobe Company Wise,"Netflix String Pattern Normalizer 14 Strings Netflix Adobe Company Wise Netflix placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-263,Adobe Linked List Pointer Repair 14,Medium,Linked Lists Adobe Infosys Company Wise,"Adobe Linked List Pointer Repair 14 Linked Lists Adobe Infosys Company Wise Adobe placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-264,Uber Stack Sequence Validator 14,Hard,Stacks Uber Deloitte Company Wise,"Uber Stack Sequence Validator 14 Stacks Uber Deloitte Company Wise Uber placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-265,Airbnb Queue Throughput Scheduler 14,Easy,Queues Airbnb Swiggy Company Wise,"Airbnb Queue Throughput Scheduler 14 Queues Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-266,Stripe Hash Map Collision Resolver 14,Medium,Hashing Stripe Microsoft Company Wise,"Stripe Hash Map Collision Resolver 14 Hashing Stripe Microsoft Company Wise Stripe placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-267,Salesforce Binary Tree Path Auditor 14,Hard,Trees Salesforce Stripe Company Wise,"Salesforce Binary Tree Path Auditor 14 Trees Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-268,Oracle BST Range Inspector 14,Easy,Binary Search Trees Oracle Capgemini Company Wise,"Oracle BST Range Inspector 14 Binary Search Trees Oracle Capgemini Company Wise Oracle placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-269,TCS Priority Heap Ranker 14,Medium,Heaps TCS Cisco Company Wise,"TCS Priority Heap Ranker 14 Heaps TCS Cisco Company Wise TCS placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-270,Infosys Graph Route Planner 14,Hard,Graphs Infosys Razorpay Company Wise,"Infosys Graph Route Planner 14 Graphs Infosys Razorpay Company Wise Infosys placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-271,Wipro Recursive State Explorer 14,Easy,Recursion Wipro Netflix Company Wise,"Wipro Recursive State Explorer 14 Recursion Wipro Netflix Company Wise Wipro placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-272,Accenture Backtracking Choice Builder 14,Medium,Backtracking Accenture TCS Company Wise,"Accenture Backtracking Choice Builder 14 Backtracking Accenture TCS Company Wise Accenture placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-273,Capgemini Greedy Placement Optimizer 14,Hard,Greedy Algorithms Capgemini JP Morgan Company Wise,"Capgemini Greedy Placement Optimizer 14 Greedy Algorithms Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-274,Cognizant DP Interview Grid 14,Easy,Dynamic Programming Cognizant Flipkart Company Wise,"Cognizant DP Interview Grid 14 Dynamic Programming Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-275,Goldman Sachs Trie Prefix Directory 14,Medium,Tries Goldman Sachs Google Company Wise,"Goldman Sachs Trie Prefix Directory 14 Tries Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-276,JP Morgan Segment Tree Query Engine 14,Hard,Segment Trees JP Morgan Airbnb Company Wise,"JP Morgan Segment Tree Query Engine 14 Segment Trees JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-277,Deloitte Bitmask Eligibility Filter 14,Easy,Bit Manipulation Deloitte Accenture Company Wise,"Deloitte Bitmask Eligibility Filter 14 Bit Manipulation Deloitte Accenture Company Wise Deloitte placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-278,PayPal Sliding Window Signal 14,Medium,Sliding Window PayPal Atlassian Company Wise,"PayPal Sliding Window Signal 14 Sliding Window PayPal Atlassian Company Wise PayPal placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-279,Atlassian Two Pointer Interview Sweep 14,Hard,Two Pointers Atlassian PhonePe Company Wise,"Atlassian Two Pointer Interview Sweep 14 Two Pointers Atlassian PhonePe Company Wise Atlassian placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-280,Cisco System Constraint Challenge 14,Easy,Advanced Interview Problems Cisco Apple Company Wise,"Cisco System Constraint Challenge 14 Advanced Interview Problems Cisco Apple Company Wise Cisco placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-281,Intel Array Window Balancer 15,Medium,Arrays Intel Oracle Company Wise,"Intel Array Window Balancer 15 Arrays Intel Oracle Company Wise Intel placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-282,NVIDIA String Pattern Normalizer 15,Hard,Strings NVIDIA Goldman Sachs Company Wise,"NVIDIA String Pattern Normalizer 15 Strings NVIDIA Goldman Sachs Company Wise NVIDIA placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-283,Flipkart Linked List Pointer Repair 15,Easy,Linked Lists Flipkart NVIDIA Company Wise,"Flipkart Linked List Pointer Repair 15 Linked Lists Flipkart NVIDIA Company Wise Flipkart placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-284,Swiggy Stack Sequence Validator 15,Medium,Stacks Swiggy Amazon Company Wise,"Swiggy Stack Sequence Validator 15 Stacks Swiggy Amazon Company Wise Swiggy placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
